C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_42_741.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_42_741.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_42_741.jpg, 0, 0, 0, 8.178513E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_42_850.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_42_850.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_42_850.jpg, 0, 0, 0, 7.79057E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_42_950.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_42_950.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_42_950.jpg, 0, 0, 0, 7.788531E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_052.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_052.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_052.jpg, 0, 0, 0, 7.917749E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_157.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_157.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_157.jpg, 0, 0, 0, 7.798354E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_266.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_266.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_266.jpg, 0, 0, 0, 7.843471E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_375.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_375.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_375.jpg, 0, 0, 0, 7.816838E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_478.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_478.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_478.jpg, 0, 0, 0, 7.767438E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_584.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_584.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_584.jpg, 0, 0, 0, 7.810587E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_694.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_694.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_694.jpg, 0, 0, 0, 7.95429E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_797.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_797.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_797.jpg, 0, 0, 0, 7.884855E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_43_900.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_43_900.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_43_900.jpg, 0, 0, 0, 7.874112E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_009.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_009.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_009.jpg, 0, 0, 0, 7.823564E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_116.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_116.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_116.jpg, 0, 0, 0, 7.833271E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_224.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_224.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_224.jpg, 0, 0, 0, 7.852668E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_330.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_330.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_330.jpg, 0, 0, 0, 7.828097E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_439.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_439.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_439.jpg, 0, 0, 0, 7.762548E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_546.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_546.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_546.jpg, 0, 0, 0, 7.841936E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_654.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_654.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_654.jpg, 0, 0, 0, 7.773945E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_759.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_759.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_759.jpg, 0, 0, 0, 7.796622E-05
C:\Users\Felix\Documents\UdemySDCars\IMG\center_2018_09_01_23_22_44_866.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\left_2018_09_01_23_22_44_866.jpg, C:\Users\Felix\Documents\UdemySDCars\IMG\right_2018_09_01_23_22_44_866.jpg, 0, 0, 0, 7.864983E-05
